"COMP","REGIAO","UF","CO_IBGE","MUNICIPIO","MOTIVO_DESABILITACAO","CNES","NOME_ESTABELECIMENTO","RAZAO_SOCIAL","TP_GESTAO","CO_TIPO_UNIDADE","DS_TIPO_UNIDADE","NATUREZA_JURIDICA","DESC_NATUREZA_JURIDICA","NO_LOGRADOURO","NU_ENDERECO","NO_COMPLEMENTO","NO_BAIRRO","CO_CEP","NU_TELEFONE","NO_EMAIL","LEITOS_EXISTENTES","LEITOS_SUS","UTI_TOTAL_EXIST","UTI_TOTAL_SUS","UTI_ADULTO_EXIST","UTI_ADULTO_SUS","UTI_PEDIATRICO_EXIST","UTI_PEDIATRICO_SUS","UTI_NEONATAL_EXIST","UTI_NEONATAL_SUS","UTI_QUEIMADO_EXIST","UTI_QUEIMADO_SUS","UTI_CORONARIANA_EXIST","UTI_CORONARIANA_SUS"
202512,"SUDESTE","SP",355030,"SAO PAULO","",2078627,"HOSPITAL SAO MIGUEL UNIDADE ERMELINO MATARAZZO","DAY HOSPITAL DE ERMELINO MATARAZZO LTDA","M",5,"HOSPITAL GERAL",2062,"HOSPITAL_PRIVADO","RUA ABEL TAVARES","2576","","JARDIM BELEM",3810110,"1134885400","gilbertomellacejr@gmail.com",60,0,9,0,9,0,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",355030,"SAO PAULO","",2078635,"HOSPITAL ITAQUERA","GRUPO ITASA LIFE LTDA","M",5,"HOSPITAL GERAL",2240,"HOSPITAL_PRIVADO","RUA JOSE OITICICA FILHO","123","","ITAQUERA",8210510,"","",120,0,10,0,10,0,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",350950,"CAMPINAS","",2078678,"HOSPITAL MADRE THEODORA CAMPINAS","ESHO EMPRESA DE SERVICOS HOSPITALARES S A","M",5,"HOSPITAL GERAL",2054,"HOSPITAL_PRIVADO","RUA JOSE GERALDO CEREBINO CHRISTOFARO","175","","PARQUE RURAL FAZENDA",13087567,"(19) 3756-3025","prolegalize@prolegalize.com.br",94,0,36,0,18,0,9,0,9,0,0,0,0,0
202512,"SUDESTE","SP",352410,"ITUVERAVA","",2078686,"HOSPITAL SAO JORGE","HOSPITAL E MATERNIDADE DE ITUVERAVA LTDA","M",5,"HOSPITAL GERAL",2062,"HOSPITAL_PRIVADO","MARIA LIPORACI","421","","CENTRO",14500000,"16 38301130","HOSPITAL.SAOJORGE@YAHOO.COM.BR",30,0,0,0,0,0,0,0,0,0,0,0,0,0
202512,"SUDESTE","SP",355220,"SOROCABA","",2078732,"HOSPITAL SAMARITANO DE SOROCABA","NOTRE DAME INTERMEDICA SAUDE S A","M",5,"HOSPITAL GERAL",2054,"HOSPITAL_PRIVADO","RUA RODRIGUES PACHECO","145","","CENTRO",18035085,"15 32194464","rita.arrais@intermedica.com.br",130,0,30,0,20,0,10,0,0,0,0,0,0,0
202512,"SUDESTE","SP",354850,"SANTOS","",2078740,"HOSPITAL SAO LUCAS DE SANTOS","HOSPITAL SAO LUCAS DE SANTOS LTDA","M",5,"HOSPITAL GERAL",2062,"HOSPITAL_PRIVADO","ANA COSTA","168","","VILA BELMIRO",11060905,"13 21025057","DIRETORIA@HSLSANTOS.COM.BR",87,0,20,0,10,0,0,0,10,0,0,0,0,0
202512,"SUDESTE","SP",352590,"JUNDIAI","",2078759,"HOSPITAL SANTA ELISA","HOSPITAL SANTA ELISA LTDA","M",5,"HOSPITAL GERAL",2062,"HOSPITAL_PRIVADO","RUA SOCRATES FERNANDES DE OLIVEIRA","70","","CHACARA URBANA",13201838,"(11)45834444","diretoria@hse.com.br",93,0,18,0,11,0,2,0,5,0,0,0,0,0
202512,"SUDESTE","SP",352590,"JUNDIAI","",2078767,"HOSPITAL PITANGUEIRAS","SOBAM CENTRO MEDICO HOSPITALAR S A","M",5,"HOSPITAL GERAL",2054,"HOSPITAL_PRIVADO","PINTANGUEIRAS","651","","VIANELO",13207270,"","",164,0,38,0,19,0,9,0,10,0,0,0,0,0
202512,"SUDESTE","SP",350280,"ARACATUBA","",2078775,"SANTA CASA DE ARACATUBA HOSPITAL SAGRADO CORACAO DE JESUS","SANTA CASA DE MISERICORDIA DE ARACATUBA","E",5,"HOSPITAL GERAL",3999,"HOSPITAL_FILANTRÓPICO","RUA FLORIANO PEIXOTO","896","","VILA MENDONCA",16015000,"(18)3607-3000","sta.atra@ata.zaz.com.br",359,266,89,60,40,40,6,3,34,17,0,0,9,0
202512,"SUDESTE","SP",354340,"RIBEIRAO PRETO","",2078791,"HOSPITAL MATERNIDADE RP","HAPVIDA ASSISTENCIA MEDICA S A","M",7,"HOSPITAL ESPECIALIZADO",2054,"HOSPITAL_PRIVADO","DOM ALBERTO GONCALVES","1500","LOTE 1 AO 30","VILA TAMANDARE",14085100,"85 40023633","FISCAL@HAPVIDA.COM.BR",63,0,20,0,0,0,10,0,10,0,0,0,0,0
